alpha_kappa,beta_kappa,setting_id,mse_null,mse_signal,group_auroc,kappa_null_mean,kappa_signal_mean,kappa_null_prob_gt_0_1,n_effective
2.0,2.0,2.0,0.0046234055969187,0.0146680576232781,1.0,0.3819948234801413,0.7064423740555843,0.8275,1.0
