p_g,mu_g,tau_eval,window_lo,window_hi,replicate_id,post_mean_kappa,ratio_R,post_prob_kappa_in_scale_window
20,18.914832180063517,0.5,0.3113188509388373,0.9999,1,0.5838977084487846,0.6173966577025416,0.7996166481456266
20,18.914832180063517,0.5,0.3113188509388373,0.9999,2,0.6353991278944695,0.6718527786508078,0.8639445152989034
20,18.914832180063517,1.0,0.3113188509388373,0.9999,1,0.7895902578604026,0.8348900485542147,0.9696129839076351
20,18.914832180063517,1.0,0.3113188509388373,0.9999,2,0.7037046510350546,0.744077075953937,0.9315611149978213
