p_g,median_post_mean_kappa,iqr_post_mean_kappa_low,iqr_post_mean_kappa_high,mean_tail_prob
10,0.490050295641954,0.48152480373140516,0.4985757875525028,0.3550640638273592
20,0.47589958070937066,0.47380978614322894,0.47798937527551244,0.516171486946774
