p0_true,variant,mse_null,mse_signal,mse_overall,tau0_oracle,tau_post_mean,tau_ratio_to_oracle,kappa_null_mean,kappa_signal_mean,n_effective
5,calibrated,0.0002421651182895089,0.003777059967888322,0.0005956546032493903,0.01111111111111111,0.1926365056373179,17.337285507358615,0.27388477542119344,0.780267703667283,1
