tau,xi,xi_ratio,p_g,mean_prob_gt_u0,sd_prob_gt_u0
2.0,0.4,1.0,60,0.42121828457871774,0.2725702854103196
2.0,0.42000000000000004,1.05,60,0.4525612418667271,0.27462564472127743
2.0,0.44000000000000006,1.1,60,0.49126560767961536,0.27418281501108244
2.0,0.48,1.2,60,0.5634451611973471,0.27424007092480795
2.0,0.6000000000000001,1.5000000000000002,60,0.7605818550428838,0.22351067313182066
2.0,0.8,2.0,60,0.9239568156047888,0.1214212105571818
2.0,1.2000000000000002,3.0000000000000004,60,0.9967609471265575,0.013301673705242422
2.0,1.6,4.0,60,0.9999356807646812,0.0005640676359186143
2.0,0.08000000000000002,0.20000000000000004,120,0.00379533046486614,0.01200141328099964
2.0,0.16000000000000003,0.4000000000000001,120,0.03149002235517398,0.07503202803273075
2.0,0.24,0.6,120,0.097822665258971,0.13953432765856127
2.0,0.32000000000000006,0.8000000000000002,120,0.23256554805611074,0.22253686963441835
2.0,0.36000000000000004,0.9,120,0.3471634988062688,0.2587454269169419
2.0,0.38,0.95,120,0.390454326466015,0.2608270811436374
2.0,0.4,1.0,120,0.4439328029991047,0.2726019650571318
2.0,0.42000000000000004,1.05,120,0.48725726218574306,0.26873879204985335
2.0,0.44000000000000006,1.1,120,0.5294448501486919,0.2729995562640068
2.0,0.48,1.2,120,0.6328349815264319,0.257205874064665
2.0,0.6000000000000001,1.5000000000000002,120,0.8505808809807017,0.1673088215996717
2.0,0.8,2.0,120,0.9845171680677612,0.03800362756553153
2.0,1.2000000000000002,3.0000000000000004,120,0.999972267988226,0.00025639895940631754
2.0,1.6,4.0,120,0.9999999970505672,5.4836439066385426e-08
2.0,0.08000000000000002,0.20000000000000004,240,0.0002884617585362207,0.0019582888126511017
2.0,0.16000000000000003,0.4000000000000001,240,0.006797345672361015,0.02255526925890822
2.0,0.24,0.6,240,0.045881245704170376,0.08624359752738615
2.0,0.32000000000000006,0.8000000000000002,240,0.19518016014924308,0.20285931992096423
2.0,0.36000000000000004,0.9,240,0.310057637351,0.24532832131804178
2.0,0.38,0.95,240,0.3828350362301073,0.26306585228592183
2.0,0.4,1.0,240,0.4551949684521276,0.26700338525428396
2.0,0.42000000000000004,1.05,240,0.5396558226643926,0.27168135250802355
2.0,0.44000000000000006,1.1,240,0.6043042207925656,0.2647971990189247
2.0,0.48,1.2,240,0.7415686060366483,0.23427992669318468
2.0,0.6000000000000001,1.5000000000000002,240,0.945117032088502,0.09551860341897189
2.0,0.8,2.0,240,0.9989092649834388,0.006199799551918927
2.0,1.2000000000000002,3.0000000000000004,240,0.999999998645017,2.301991853292029e-08
2.0,1.6,4.0,240,1.0,5.791138816950719e-16
2.0,0.08000000000000002,0.20000000000000004,480,5.341672042139491e-07,6.451639139079835e-06
2.0,0.16000000000000003,0.4000000000000001,480,0.00025124108725589514,0.001528433294356258
2.0,0.24,0.6,480,0.008545427487992585,0.025448862912788667
2.0,0.32000000000000006,0.8000000000000002,480,0.1273646827333267,0.152017773836881
2.0,0.36000000000000004,0.9,480,0.26224224775043725,0.22479938494178062
2.0,0.38,0.95,480,0.3658156028670223,0.2583937045754138
2.0,0.4,1.0,480,0.4657249012704372,0.27549964934350246
2.0,0.42000000000000004,1.05,480,0.5707503732400395,0.2623855588465285
2.0,0.44000000000000006,1.1,480,0.6594209721598977,0.248163586876626
2.0,0.48,1.2,480,0.8289298857701526,0.18397003942846785
2.0,0.6000000000000001,1.5000000000000002,480,0.9901400586524016,0.026617183622471924
2.0,0.8,2.0,480,0.9999949450939094,8.287832688254523e-05
2.0,1.2000000000000002,3.0000000000000004,480,1.0,1.5099643674354268e-16
2.0,1.6,4.0,480,1.0,1.434487666540036e-16
2.0,0.08000000000000002,0.20000000000000004,960,1.0057511160113341e-12,2.286842860577292e-11
2.0,0.16000000000000003,0.4000000000000001,960,1.4576833602529226e-07,1.5713978219112337e-06
2.0,0.24,0.6,960,0.0009464623156112258,0.006698358696186301
2.0,0.32000000000000006,0.8000000000000002,960,0.04804170993108135,0.07807396055766803
2.0,0.36000000000000004,0.9,960,0.21489855957507936,0.2090584088169938
2.0,0.38,0.95,960,0.32605087063648547,0.24166202998775937
2.0,0.4,1.0,960,0.46810613200775664,0.28116074838958455
2.0,0.42000000000000004,1.05,960,0.5951099846511878,0.26466969027406495
2.0,0.44000000000000006,1.1,960,0.7285702556882592,0.22970115437991653
2.0,0.48,1.2,960,0.9122346568576643,0.12893130704517022
2.0,0.6000000000000001,1.5000000000000002,960,0.9996310483907606,0.002621889046807313
2.0,0.8,2.0,960,0.9999999999774752,4.172228957005038e-10
2.0,1.2000000000000002,3.0000000000000004,960,1.0,1.3426068903960675e-16
2.0,1.6,4.0,960,1.0,1.478983915388931e-16
2.0,0.08000000000000002,0.20000000000000004,1920,3.71585055931466e-27,7.502329705711256e-26
2.0,0.16000000000000003,0.4000000000000001,1920,9.986145072929822e-14,1.4618505542811684e-12
2.0,0.24,0.6,1920,1.4044646104276265e-06,1.35554707668767e-05
2.0,0.32000000000000006,0.8000000000000002,1920,0.0139429257544102,0.03783914701373319
2.0,0.36000000000000004,0.9,1920,0.1281426797210587,0.15754442837800026
2.0,0.38,0.95,1920,0.26465198729789186,0.22972802700075018
2.0,0.4,1.0,1920,0.4844217200021433,0.2725645889808772
2.0,0.42000000000000004,1.05,1920,0.6831972516289625,0.2503046688271663
2.0,0.44000000000000006,1.1,1920,0.8226783588251769,0.18648700176353764
2.0,0.48,1.2,1920,0.9714213785394163,0.06542897948673392
2.0,0.6000000000000001,1.5000000000000002,1920,0.9999978657739109,4.135034141317409e-05
2.0,0.8,2.0,1920,1.0,1.2398156655306632e-16
2.0,1.2000000000000002,3.0000000000000004,1920,1.0,1.3766598094970647e-16
2.0,1.6,4.0,1920,1.0,1.299775651617981e-16
