tau,xi,p_g,replicate_id,post_prob_kappa_gt_u0,post_mean_kappa,xi_ratio
0.5,0.15000000000000002,120,2,0.46518188774043834,0.47662012453293856,1.5000000000000002
0.5,0.2,120,1,0.24100762089110894,0.296528263218252,2.0
0.5,0.2,120,2,0.47087915766844546,0.48075464343612995,2.0
0.5,0.03,240,1,0.13374596801969174,0.20832189043029353,0.3
0.5,0.03,240,2,0.02147224073839414,0.06849217222297257,0.3
0.5,0.05,240,1,0.29423290742064184,0.3552321548542647,0.5
0.5,0.05,240,2,0.062396996556361536,0.12734675770644766,0.5
0.5,0.06999999999999999,240,1,0.3172743351128743,0.37393854390396947,0.6999999999999998
0.5,0.06999999999999999,240,2,0.25497561528567003,0.32219909365109867,0.6999999999999998
0.5,0.085,240,1,0.4986950822085616,0.5069582951981819,0.85
0.5,0.085,240,2,0.17306422036066202,0.24763250733692127,0.85
0.5,0.095,240,1,0.5191851622730418,0.5206552189185458,0.95
0.5,0.095,240,2,0.7643975838714018,0.6724781325726612,0.95
0.5,0.10500000000000001,240,1,0.5618443438975829,0.5484805283816137,1.05
0.5,0.10500000000000001,240,2,0.4795461122121799,0.49394646057614966,1.05
0.5,0.11499999999999999,240,1,0.5624909674116404,0.5488956221628576,1.15
0.5,0.11499999999999999,240,2,0.21447657963663647,0.28639428434305314,1.15
0.5,0.13,240,1,0.5678965954580124,0.5523583809223025,1.3
0.5,0.13,240,2,0.485674147617536,0.4981334089314129,1.3
0.5,0.15000000000000002,240,1,0.3602973971851125,0.40764821291549924,1.5000000000000002
0.5,0.15000000000000002,240,2,0.3982660859665288,0.4361911985826581,1.5000000000000002
0.5,0.2,240,1,0.6470280739436052,0.6017393459300954,2.0
0.5,0.2,240,2,0.9077950092665135,0.7659393990907799,2.0
0.5,0.03,480,1,0.12264683621968264,0.22515025965356375,0.3
0.5,0.03,480,2,0.052313204829273104,0.13948747147947216,0.3
0.5,0.05,480,1,0.009438165951523633,0.06023129978106741,0.5
0.5,0.05,480,2,0.17778070411485955,0.27971186350634686,0.5
0.5,0.06999999999999999,480,1,0.12203965873587154,0.22450400628026182,0.6999999999999998
0.5,0.06999999999999999,480,2,0.5249977363272602,0.531651255360682,0.6999999999999998
0.5,0.085,480,1,0.22546674633385846,0.32186840399424654,0.85
0.5,0.085,480,2,0.7170914495555364,0.6435532018519227,0.85
0.5,0.095,480,1,0.3353196299066027,0.40732646347379,0.95
0.5,0.095,480,2,0.1442794301794723,0.24746538401994939,0.95
0.5,0.10500000000000001,480,1,0.6898610299397182,0.6279186378085334,1.05
0.5,0.10500000000000001,480,2,0.22433784621200603,0.3209129446229941,1.05
0.5,0.11499999999999999,480,1,0.4482011379460723,0.4838668903261497,1.15
0.5,0.11499999999999999,480,2,0.7137525771300628,0.6416328734369322,1.15
0.5,0.13,480,1,0.6479767222894215,0.6038841092043303,1.3
0.5,0.13,480,2,0.8568978232378214,0.7276750093574715,1.3
0.5,0.15000000000000002,480,1,0.660523749409837,0.6110929626147941,1.5000000000000002
0.5,0.15000000000000002,480,2,0.6807787051784836,0.6227112246607729,1.5000000000000002
0.5,0.2,480,1,0.903634420546512,0.7602061100306342,2.0
0.5,0.2,480,2,0.7826219380577483,0.681722409929493,2.0
1.0,0.075,30,1,0.04045665600379318,0.11665498364535501,0.3
1.0,0.075,30,2,0.024577707327924855,0.09314379148623145,0.3
1.0,0.125,30,1,0.4960645817162988,0.49366220669328115,0.5
1.0,0.125,30,2,0.09589605936992353,0.1810900900627867,0.5
1.0,0.175,30,1,0.47569466752472284,0.48006793338578957,0.7
1.0,0.175,30,2,0.35445468905235655,0.395953870660156,0.7
1.0,0.2125,30,1,0.07548307500789232,0.1592711256635809,0.85
1.0,0.2125,30,2,0.6788045490203307,0.6115199898385811,0.85
1.0,0.2375,30,1,0.7880344549476939,0.6815753309528283,0.95
1.0,0.2375,30,2,0.13822990174086344,0.22239453188644573,0.95
1.0,0.2625,30,1,0.14565704713041966,0.22923792465744555,1.05
1.0,0.2625,30,2,0.260918703144942,0.32592131662804413,1.05
1.0,0.2875,30,1,0.7958434122258771,0.6867166320045363,1.15
1.0,0.2875,30,2,0.10002944348587905,0.18532958972531824,1.15
1.0,0.325,30,1,0.4851711748172229,0.4864083191348604,1.3
1.0,0.325,30,2,0.8324880473070335,0.7113528935440032,1.3
1.0,0.375,30,1,0.48577168437215107,0.4868091436307169,1.5
1.0,0.375,30,2,0.5528624505816457,0.5309519161544873,1.5
1.0,0.5,30,1,0.17192545834945372,0.2527038709595404,2.0
1.0,0.5,30,2,0.5359735877337588,0.5199494269145649,2.0
1.0,0.075,60,1,0.47350467122888557,0.4887454052870228,0.3
1.0,0.075,60,2,0.10017593053674362,0.21347185050943124,0.3
1.0,0.125,60,1,0.5661963102204539,0.5428817171619161,0.5
1.0,0.125,60,2,0.3983429168278317,0.4427973400269041,0.5
1.0,0.175,60,1,0.3242868913824031,0.39470986123296575,0.7
1.0,0.175,60,2,0.4123198362248632,0.45152789605296284,0.7
1.0,0.2125,60,1,0.2915126961490352,0.3722275543351013,0.85
1.0,0.2125,60,2,0.16512036954756945,0.27485560397482733,0.85
1.0,0.2375,60,1,0.0772254215965987,0.18818777489250052,0.95
1.0,0.2375,60,2,0.2815198897864952,0.36519511464916127,0.95
1.0,0.2625,60,1,0.27119187773277104,0.35783103396827304,1.05
1.0,0.2625,60,2,0.04064355389915643,0.14025868300053834,1.05
1.0,0.2875,60,1,0.6373877689782707,0.5835357519833236,1.15
1.0,0.2875,60,2,0.820416417903677,0.6918890827466647,1.15
1.0,0.325,60,1,0.1443666840645043,0.2564641028796051,1.3
1.0,0.325,60,2,0.5113683451426984,0.511115662893854,1.3
1.0,0.375,60,1,0.8604137855292555,0.7186475879232674,1.5
1.0,0.375,60,2,0.7701728679010891,0.660649218603697,1.5
1.0,0.5,60,1,0.6254211380821066,0.5767187806619034,2.0
1.0,0.5,60,2,0.8310263815018305,0.6987816564987285,2.0
1.0,0.075,120,1,0.012833711417852193,0.1272265455036376,0.3
1.0,0.075,120,2,0.00931023047931356,0.11422174050219691,0.3
1.0,0.125,120,1,0.031365152515463145,0.17412910802168405,0.5
1.0,0.125,120,2,0.034301984176892085,0.17986581607888671,0.5
1.0,0.175,120,1,0.25527304736365497,0.3848514985571112,0.7
1.0,0.175,120,2,0.3525332626078933,0.4387137171724379,0.7
1.0,0.2125,120,1,0.28446133787065286,0.40188987532694453,0.85
1.0,0.2125,120,2,0.27018299336987994,0.39366850166736034,0.85
1.0,0.2375,120,1,0.012247776847984775,0.12522326598027353,0.95
1.0,0.2375,120,2,0.439318937730985,0.48184374512958206,0.95
1.0,0.2625,120,1,0.25855729477782907,0.386815341674728,1.05
1.0,0.2625,120,2,0.6367771173202064,0.5746480011018895,1.05
1.0,0.2875,120,1,0.14984973919521022,0.31256787104301437,1.15
1.0,0.2875,120,2,0.8478854156754712,0.6871119048858834,1.15
1.0,0.325,120,1,0.7450009692444626,0.6282071543135017,1.3
1.0,0.325,120,2,0.9362235314918633,0.7558616920043872,1.3
1.0,0.375,120,1,0.8987885600215088,0.7229851233204633,1.5
1.0,0.375,120,2,0.5539553964925527,0.5357898192789767,1.5
1.0,0.5,120,1,0.8046252423149989,0.6608326822889979,2.0
1.0,0.5,120,2,0.8936674419355488,0.7190246099640156,2.0
1.0,0.075,240,1,0.0008505845624738458,0.10846557284265111,0.3
1.0,0.075,240,2,2.116602108155585e-05,0.04694759035161024,0.3
1.0,0.125,240,1,7.170921325009181e-05,0.0608101490860021,0.5
1.0,0.125,240,2,0.017904063814258304,0.2271586148110143,0.5
1.0,0.175,240,1,0.08147439947076934,0.32028708666020544,0.7
1.0,0.175,240,2,0.003992297082860667,0.15860903227111373,0.7
1.0,0.2125,240,1,0.16345958892042206,0.375692453784635,0.85
1.0,0.2125,240,2,0.4245693150234909,0.48283257127774615,0.85
1.0,0.2375,240,1,0.8576923919391605,0.6558310626648912,0.95
1.0,0.2375,240,2,0.27434752975164967,0.4269623670772139,0.95
1.0,0.2625,240,1,0.5128737023444243,0.5134838313243509,1.05
1.0,0.2625,240,2,0.17778800508789963,0.38327028861363693,1.05
1.0,0.2875,240,1,0.8823956869204863,0.6712818786717318,1.15
1.0,0.2875,240,2,0.4107491939678226,0.47797291788295837,1.15
1.0,0.325,240,1,0.9764621027034878,0.767876585789634,1.3
1.0,0.325,240,2,0.8370077058650978,0.6441000859325586,1.3
1.0,0.375,240,1,0.8803539893865431,0.6699331226874404,1.5
1.0,0.375,240,2,0.7778429581909347,0.6146433306931599,1.5
1.0,0.5,240,1,0.9780411255354768,0.771039867562797,2.0
1.0,0.5,240,2,0.9999078249026189,0.9014136773887454,2.0
1.0,0.075,480,1,6.122120404992821e-08,0.049366892649954745,0.3
1.0,0.075,480,2,1.4890338150263916e-06,0.08401007005007642,0.3
1.0,0.125,480,1,0.009250778123073244,0.2853413488903133,0.5
1.0,0.125,480,2,0.002597846048045792,0.24595685635754932,0.5
1.0,0.175,480,1,0.060896066051927995,0.35873423901609447,0.7
1.0,0.175,480,2,0.02082499089883133,0.31405532683736603,0.7
1.0,0.2125,480,1,0.2849219404457859,0.4504976681373175,0.85
1.0,0.2125,480,2,0.04928340093964553,0.3491340861178055,0.85
1.0,0.2375,480,1,0.18455625380668256,0.41918786141746656,0.95
1.0,0.2375,480,2,0.06377757464771229,0.3608953308316946,0.95
1.0,0.2625,480,1,0.5040020594479389,0.5064016731597176,1.05
1.0,0.2625,480,2,0.3174776675952086,0.4594497704286656,1.05
1.0,0.2875,480,1,0.04472945420491915,0.34488304984216595,1.15
1.0,0.2875,480,2,0.7514495599479895,0.5726905599658941,1.15
1.0,0.325,480,1,0.8153227917438941,0.5947037728615455,1.3
1.0,0.325,480,2,0.9974298950866329,0.7838121688828491,1.3
1.0,0.375,480,1,0.9154063108394996,0.6431896601832969,1.5
1.0,0.375,480,2,0.9966299717028436,0.7757022771679247,1.5
1.0,0.5,480,1,0.9999999990994507,0.949683896023842,2.0
1.0,0.5,480,2,0.9999843612119936,0.8845939689884562,2.0
