2026-04-16 21:31:50,315 | INFO | Completed exp1 with repeats=2
2026-04-16 21:37:07,438 | INFO | Completed exp1 with repeats=2
2026-04-16 21:40:55,904 | INFO | Completed exp1 with repeats=500
2026-04-16 21:42:54,821 | INFO | Completed exp1 with repeats=2
2026-04-16 21:47:47,584 | INFO | Completed exp1 with repeats=500
2026-04-16 22:12:36,671 | INFO | Completed exp1 with repeats=40
2026-04-16 22:19:48,485 | INFO | Completed exp1 with repeats=500
2026-04-17 00:00:21,441 | INFO | Completed exp1 with repeats=500
2026-04-17 01:26:18,551 | INFO | Completed exp1 with repeats=5
2026-04-17 01:26:27,287 | INFO | Completed exp1 with repeats=500
