tau,xi,p_g,replicate_id,post_prob_kappa_gt_u0,post_mean_kappa
0.1,0.0024752475247524757,30,121,0.4989394989425085,0.5001586391633941
0.1,0.0024752475247524757,30,122,0.4987250202829623,0.49997955334867794
0.1,0.0024752475247524757,30,123,0.4985385313281724,0.4998237607645279
0.1,0.0024752475247524757,30,124,0.49961939770990665,0.5007257096979925
0.1,0.0024752475247524757,30,125,0.4981542831085043,0.49950253289803714
0.1,0.0024752475247524757,30,126,0.4991214468748705,0.5003104874189875
0.1,0.0024752475247524757,30,127,0.4979666067521195,0.49934552603629107
0.1,0.0024752475247524757,30,128,0.4980201519533799,0.4993903284796559
0.1,0.0024752475247524757,30,129,0.4981850074706221,0.49952822943095226
0.1,0.0024752475247524757,30,130,0.49888920798675157,0.5001166557031781
0.1,0.0024752475247524757,30,131,0.4991462310231443,0.5003311661911752
0.1,0.0024752475247524757,30,132,0.49904913947051044,0.500250150086869
0.1,0.0024752475247524757,30,133,0.5002333256322473,0.501236928815981
0.1,0.0024752475247524757,30,134,0.4987374369030348,0.4999899236094295
0.1,0.0024752475247524757,30,135,0.49859002052187956,0.49986678197309875
0.1,0.0024752475247524757,30,136,0.49882059088743175,0.5000593648897336
0.1,0.0024752475247524757,30,137,0.4975997278975015,0.4990383909384769
0.1,0.0024752475247524757,30,138,0.49755621754985435,0.49900194750647475
0.1,0.0024752475247524757,30,139,0.4994012853243802,0.5005438976570677
0.1,0.0024752475247524757,30,140,0.4976198902973162,0.49905527725169063
0.1,0.0024752475247524757,30,141,0.4982243383045919,0.49956112119190854
0.1,0.0024752475247524757,30,142,0.49865162284994957,0.4999182458644811
0.1,0.0024752475247524757,30,143,0.49881890200581447,0.5000579546600727
0.1,0.0024752475247524757,30,144,0.4985715795394888,0.4998513744530839
0.1,0.0024752475247524757,30,145,0.5001022018661252,0.5011278079024868
0.1,0.0024752475247524757,30,146,0.4988302535257318,0.5000674331560345
0.1,0.0024752475247524757,30,147,0.4988112584235176,0.5000515721335872
0.1,0.0024752475247524757,30,148,0.4984926247729048,0.49978539942613387
0.1,0.0024752475247524757,30,149,0.49814873892853395,0.49949789577647197
0.1,0.0024752475247524757,30,150,0.4989783434339105,0.5001910633855524
0.1,0.0024752475247524757,30,151,0.49923051007347574,0.5004014752515864
0.1,0.0024752475247524757,30,152,0.4993596306021892,0.5005091642340825
0.1,0.0024752475247524757,30,153,0.49832116509667357,0.49964208226200757
0.1,0.0024752475247524757,30,154,0.49888928959031753,0.5001167238310197
0.1,0.0024752475247524757,30,155,0.4993022194021203,0.5004612864862192
0.1,0.0024752475247524757,30,156,0.4982165925619548,0.49955464380201575
0.1,0.0024752475247524757,30,157,0.499026367268147,0.5002311454383357
0.1,0.0024752475247524757,30,158,0.4986808103228476,0.49994262694718306
0.1,0.0024752475247524757,30,159,0.49897249871547195,0.5001861848905106
0.1,0.0024752475247524757,30,160,0.4992467682909794,0.5004150368257284
0.1,0.0024752475247524757,30,161,0.4988296097343836,0.5000668955987362
0.1,0.0024752475247524757,30,162,0.4998762178361676,0.5009396601501845
0.1,0.0024752475247524757,30,163,0.4987156101505741,0.49997169386881724
0.1,0.0024752475247524757,30,164,0.4987045702973979,0.4999624729879014
0.1,0.0024752475247524757,30,165,0.4977465310325289,0.49916132156628273
0.1,0.0024752475247524757,30,166,0.4992084439831782,0.5003830682378007
0.1,0.0024752475247524757,30,167,0.49905649432270566,0.5002562878828541
0.1,0.0024752475247524757,30,168,0.49933044438180096,0.5004848254075462
0.1,0.0024752475247524757,30,169,0.49813072323895125,0.49948282711342373
0.1,0.0024752475247524757,30,170,0.4996025844888644,0.500711698222247
0.1,0.0024752475247524757,30,171,0.4984897118989917,0.4997829651656142
0.1,0.0024752475247524757,30,172,0.4988813117993691,0.500110063398787
0.1,0.0024752475247524757,30,173,0.49938946682789503,0.5005340432753056
0.1,0.0024752475247524757,30,174,0.5004383094061091,0.5014074438122169
0.1,0.0024752475247524757,30,175,0.4991238792988933,0.5003125169801372
0.1,0.0024752475247524757,30,176,0.49904742410191083,0.5002487185555122
0.1,0.0024752475247524757,30,177,0.49842172706841337,0.49972614590114106
0.1,0.0024752475247524757,30,178,0.4984974888252459,0.4997894642283247
0.1,0.0024752475247524757,30,179,0.49850801951998874,0.49979826437477515
0.1,0.0024752475247524757,30,180,0.4989340070577688,0.5001540547315053
0.1,0.0024752475247524757,30,181,0.4986326114114925,0.499902364146175
0.1,0.0024752475247524757,30,182,0.4980437878717541,0.4994101032824932
0.1,0.0024752475247524757,30,183,0.49830190833956056,0.49962598240234657
0.1,0.0024752475247524757,30,184,0.49934949307751536,0.5005007106014986
0.1,0.0024752475247524757,30,185,0.5001656283672533,0.5011805957879574
0.1,0.0024752475247524757,30,186,0.4980948444318094,0.4994528153989821
0.1,0.0024752475247524757,30,187,0.4997035972128444,0.5007958693737309
0.1,0.0024752475247524757,30,188,0.498118269393337,0.4994724100887441
