p0_true,variant,mse_null,mse_signal,mse_overall,tau0_oracle,tau_post_mean,tau_ratio_to_oracle,kappa_null_mean,kappa_signal_mean,n_effective
5,calibrated,0.00021999807226217967,0.004060076101230354,0.0006040058751589969,0.01111111111111111,0.19413427001610398,17.47208430144936,0.2662490479755908,0.7679960460662842,1
5,fixed_10x,0.0002719396880362188,0.0035144306046164344,0.0005961887796942405,0.01111111111111111,0.2415775097385049,21.741975876465442,0.25506987819009047,0.7714186027497054,1
