probe_cfg,n,runtime_median,ess_median,ess_p10,rhat_median,conv_rate
c1_w250_d250,10,0.050018600006296765,15.950844222303338,13.830330235754639,,0.0
c2_w1000_d1000,10,0.4096489000003203,111.76220885570072,103.08280319831674,1.032937756280786,0.0
c2_w500_d500,10,0.200672900005884,67.06142518299305,64.36764702175347,1.0532362179816166,0.0
c4_w800_d800,10,0.6608665000021574,194.04215387778044,174.51615576719573,1.0386988032299707,0.0
