probe_cfg,signal,n,runtime_median,runtime_mean,ess_median,ess_p10,rhat_median,conv_rate,ok_rate
c1_w250_d250,concentrated,5,0.049861400009831414,0.049959439999656755,17.282573831317674,12.524004597017289,,0.0,1.0
c1_w250_d250,distributed,5,0.050026400000206195,0.05005244000349194,14.796806211473505,14.667968002650714,,0.0,1.0
c2_w1000_d1000,concentrated,5,0.4084526999940863,0.41126899999799205,109.24185074245233,106.58025772545587,1.0309698066439983,0.0,1.0
c2_w1000_d1000,distributed,5,0.40978679999534506,0.41190203999867664,122.28363509698954,96.68247816709187,1.0330309814942773,0.0,1.0
c2_w500_d500,concentrated,5,0.19900300000153948,0.19768006000376773,74.93770522071866,66.45618951875298,1.0688011976245693,0.0,1.0
c2_w500_d500,distributed,5,0.2066387999948347,0.20696136000042314,65.4367655308108,60.09618987748738,1.050686444898661,0.0,1.0
c4_w800_d800,concentrated,5,0.6622404999943683,0.6667060200008563,196.19473131035699,180.62695336432213,1.059039607072769,0.0,1.0
c4_w800_d800,distributed,5,0.6555468000005931,0.6503351999970619,193.52314407485838,177.68871314034638,1.0356532420533209,0.0,1.0
